Tank,Timepoint,Date,Position,PAR,Instrument,Measurement-Type
11,2/5/21,###############################################################################################################################################################################################################################################################,5,110,Apogee,Five-point
12,2/5/21,###############################################################################################################################################################################################################################################################,1,71,Apogee,Five-point
12,2/5/21,###############################################################################################################################################################################################################################################################,2,75,Apogee,Five-point
12,2/5/21,###############################################################################################################################################################################################################################################################,3,121,Apogee,Five-point
12,2/5/21,###############################################################################################################################################################################################################################################################,4,129,Apogee,Five-point
12,2/5/21,###############################################################################################################################################################################################################################################################,5,110,Apogee,Five-point
15,2/5/21,###############################################################################################################################################################################################################################################################,1,53,Apogee,Five-point
15,2/5/21,###############################################################################################################################################################################################################################################################,2,126,Apogee,Five-point
15,2/5/21,###############################################################################################################################################################################################################################################################,3,103,Apogee,Five-point
15,2/5/21,###############################################################################################################################################################################################################################################################,4,152,Apogee,Five-point
15,2/5/21,###############################################################################################################################################################################################################################################################,5,109,Apogee,Five-point
16,2/5/21,###############################################################################################################################################################################################################################################################,1,84,Apogee,Five-point
16,2/5/21,###############################################################################################################################################################################################################################################################,2,96,Apogee,Five-point
16,2/5/21,###############################################################################################################################################################################################################################################################,3,117,Apogee,Five-point
16,2/5/21,###############################################################################################################################################################################################################################################################,4,186,Apogee,Five-point
16,2/5/21,###############################################################################################################################################################################################################################################################,5,113,Apogee,Five-point
17,2/5/21,###############################################################################################################################################################################################################################################################,1,111,Apogee,Five-point
17,2/5/21,###############################################################################################################################################################################################################################################################,2,124,Apogee,Five-point
17,2/5/21,###############################################################################################################################################################################################################################################################,3,113,Apogee,Five-point
17,2/5/21,###############################################################################################################################################################################################################################################################,4,102,Apogee,Five-point
17,2/5/21,###############################################################################################################################################################################################################################################################,5,134,Apogee,Five-point
18,2/5/21,###############################################################################################################################################################################################################################################################,1,76,Apogee,Five-point
18,2/5/21,###############################################################################################################################################################################################################################################################,2,80,Apogee,Five-point
18,2/5/21,###############################################################################################################################################################################################################################################################,3,113,Apogee,Five-point
18,2/5/21,###############################################################################################################################################################################################################################################################,4,108,Apogee,Five-point
18,2/5/21,###############################################################################################################################################################################################################################################################,5,105,Apogee,Five-point
1,2/9/21,###############################################################################################################################################################################################################################################################,1,109,Apogee,One-point
2,2/9/21,###############################################################################################################################################################################################################################################################,1,111,Apogee,One-point
3,2/9/21,###############################################################################################################################################################################################################################################################,1,124,Apogee,One-point
4,2/9/21,###############################################################################################################################################################################################################################################################,1,80,Apogee,One-point
5,2/9/21,###############################################################################################################################################################################################################################################################,1,102,Apogee,One-point
6,2/9/21,###############################################################################################################################################################################################################################################################,1,135,Apogee,One-point
7,2/9/21,###############################################################################################################################################################################################################################################################,1,97,Apogee,One-point
8,2/9/21,###############################################################################################################################################################################################################################################################,1,79,Apogee,One-point
9,2/9/21,###############################################################################################################################################################################################################################################################,1,124,Apogee,One-point
10,2/9/21,###############################################################################################################################################################################################################################################################,1,128,Apogee,One-point
11,2/9/21,###############################################################################################################################################################################################################################################################,1,128,Apogee,One-point
12,2/9/21,###############################################################################################################################################################################################################################################################,1,102,Apogee,One-point
15,2/9/21,###############################################################################################################################################################################################################################################################,1,105,Apogee,One-point
16,2/9/21,###############################################################################################################################################################################################################################################################,1,113,Apogee,One-point
17,2/9/21,###############################################################################################################################################################################################################################################################,1,114,Apogee,One-point
18,2/9/21,###############################################################################################################################################################################################################################################################,1,103,Apogee,One-point
1,2/13/21,###############################################################################################################################################################################################################################################################,1,104,,
1,2/13/21,###############################################################################################################################################################################################################################################################,2,79,,
1,2/13/21,###############################################################################################################################################################################################################################################################,3,108,,
1,2/13/21,###############################################################################################################################################################################################################################################################,4,78,,
1,2/13/21,###############################################################################################################################################################################################################################################################,5,100,,
2,2/13/21,###############################################################################################################################################################################################################################################################,1,59,,
2,2/13/21,###############################################################################################################################################################################################################################################################,2,72,,
2,2/13/21,###############################################################################################################################################################################################################################################################,3,98,,
2,2/13/21,###############################################################################################################################################################################################################################################################,4,106,,
2,2/13/21,###############################################################################################################################################################################################################################################################,5,70,,
3,2/13/21,###############################################################################################################################################################################################################################################################,1,74,,
3,2/13/21,###############################################################################################################################################################################################################################################################,2,70,,
3,2/13/21,###############################################################################################################################################################################################################################################################,3,115,,
3,2/13/21,###############################################################################################################################################################################################################################################################,4,102,,
3,2/13/21,###############################################################################################################################################################################################################################################################,5,104,,
4,2/13/21,###############################################################################################################################################################################################################################################################,1,97,,
4,2/13/21,###############################################################################################################################################################################################################################################################,2,72,,
4,2/13/21,###############################################################################################################################################################################################################################################################,3,108,,
4,2/13/21,###############################################################################################################################################################################################################################################################,4,115,,
4,2/13/21,###############################################################################################################################################################################################################################################################,5,99,,
5,2/13/21,###############################################################################################################################################################################################################################################################,1,75,,
5,2/13/21,###############################################################################################################################################################################################################################################################,2,66,,
5,2/13/21,###############################################################################################################################################################################################################################################################,3,101,,
5,2/13/21,###############################################################################################################################################################################################################################################################,4,91,,
5,2/13/21,###############################################################################################################################################################################################################################################################,5,99,,
6,2/13/21,###############################################################################################################################################################################################################################################################,1,85,,
6,2/13/21,###############################################################################################################################################################################################################################################################,2,95,,
6,2/13/21,###############################################################################################################################################################################################################################################################,3,117,,
6,2/13/21,###############################################################################################################################################################################################################################################################,4,105,,
6,2/13/21,###############################################################################################################################################################################################################################################################,5,89,,
7,2/13/21,###############################################################################################################################################################################################################################################################,1,110,,
7,2/13/21,###############################################################################################################################################################################################################################################################,2,105,,
7,2/13/21,###############################################################################################################################################################################################################################################################,3,90,,
7,2/13/21,###############################################################################################################################################################################################################################################################,4,116,,
7,2/13/21,###############################################################################################################################################################################################################################################################,5,103,,
8,2/13/21,###############################################################################################################################################################################################################################################################,1,85,,
8,2/13/21,###############################################################################################################################################################################################################################################################,2,104,,
8,2/13/21,###############################################################################################################################################################################################################################################################,3,104,,
8,2/13/21,###############################################################################################################################################################################################################################################################,4,103,,
8,2/13/21,###############################################################################################################################################################################################################################################################,5,111,,
9,2/13/21,###############################################################################################################################################################################################################################################################,1,106,,
9,2/13/21,###############################################################################################################################################################################################################################################################,2,115,,
9,2/13/21,###############################################################################################################################################################################################################################################################,3,99,,
9,2/13/21,###############################################################################################################################################################################################################################################################,4,102,,
9,2/13/21,###############################################################################################################################################################################################################################################################,5,109,,
10,2/13/21,###############################################################################################################################################################################################################################################################,1,107,,
10,2/13/21,###############################################################################################################################################################################################################################################################,2,102,,
10,2/13/21,###############################################################################################################################################################################################################################################################,3,108,,
10,2/13/21,###############################################################################################################################################################################################################################################################,4,112,,
10,2/13/21,###############################################################################################################################################################################################################################################################,5,114,,
11,2/13/21,###############################################################################################################################################################################################################################################################,1,102,,
11,2/13/21,###############################################################################################################################################################################################################################################################,2,73,,
11,2/13/21,###############################################################################################################################################################################################################################################################,3,115,,
11,2/13/21,###############################################################################################################################################################################################################################################################,4,93,,
11,2/13/21,###############################################################################################################################################################################################################################################################,5,111,,
12,2/13/21,###############################################################################################################################################################################################################################################################,1,73,,
12,2/13/21,###############################################################################################################################################################################################################################################################,2,83,,
12,2/13/21,###############################################################################################################################################################################################################################################################,3,120,,
12,2/13/21,###############################################################################################################################################################################################################################################################,4,129,,
12,2/13/21,###############################################################################################################################################################################################################################################################,5,102,,
15,2/13/21,###############################################################################################################################################################################################################################################################,1,60,,
15,2/13/21,###############################################################################################################################################################################################################################################################,2,81,,
15,2/13/21,###############################################################################################################################################################################################################################################################,3,143,,
15,2/13/21,###############################################################################################################################################################################################################################################################,4,98,,
15,2/13/21,###############################################################################################################################################################################################################################################################,5,106,,
16,2/13/21,###############################################################################################################################################################################################################################################################,1,79,,
16,2/13/21,###############################################################################################################################################################################################################################################################,2,104,,
16,2/13/21,###############################################################################################################################################################################################################################################################,3,115,,
16,2/13/21,###############################################################################################################################################################################################################################################################,4,111,,
16,2/13/21,###############################################################################################################################################################################################################################################################,5,109,,
17,2/13/21,###############################################################################################################################################################################################################################################################,1,95,,
17,2/13/21,###############################################################################################################################################################################################################################################################,2,76,,
17,2/13/21,###############################################################################################################################################################################################################################################################,3,109,,
17,2/13/21,###############################################################################################################################################################################################################################################################,4,81,,
17,2/13/21,###############################################################################################################################################################################################################################################################,5,126,,
18,2/13/21,###############################################################################################################################################################################################################################################################,1,58,,
18,2/13/21,###############################################################################################################################################################################################################################################################,2,85,,
18,2/13/21,###############################################################################################################################################################################################################################################################,3,109,,
18,2/13/21,###############################################################################################################################################################################################################################################################,4,95,,
18,2/13/21,###############################################################################################################################################################################################################################################################,5,75,,
1,2/17/21,###############################################################################################################################################################################################################################################################,1,75,,
1,2/17/21,###############################################################################################################################################################################################################################################################,2,66,,
1,2/17/21,###############################################################################################################################################################################################################################################################,3,135,,
1,2/17/21,###############################################################################################################################################################################################################################################################,4,99,,
1,2/17/21,###############################################################################################################################################################################################################################################################,5,99,,
2,2/17/21,###############################################################################################################################################################################################################################################################,1,86,,
2,2/17/21,###############################################################################################################################################################################################################################################################,2,76,,
2,2/17/21,###############################################################################################################################################################################################################################################################,3,98,,
2,2/17/21,###############################################################################################################################################################################################################################################################,4,102,,
2,2/17/21,###############################################################################################################################################################################################################################################################,5,126,,
3,2/17/21,###############################################################################################################################################################################################################################################################,1,98,,
3,2/17/21,###############################################################################################################################################################################################################################################################,2,76,,
3,2/17/21,###############################################################################################################################################################################################################################################################,3,105,,
3,2/17/21,###############################################################################################################################################################################################################################################################,4,79,,
3,2/17/21,###############################################################################################################################################################################################################################################################,5,106,,
4,2/17/21,###############################################################################################################################################################################################################################################################,1,84,,
4,2/17/21,###############################################################################################################################################################################################################################################################,2,86,,
4,2/17/21,###############################################################################################################################################################################################################################################################,3,100,,
4,2/17/21,###############################################################################################################################################################################################################################################################,4,111,,
4,2/17/21,###############################################################################################################################################################################################################################################################,5,89,,
5,2/17/21,###############################################################################################################################################################################################################################################################,1,48,,
5,2/17/21,###############################################################################################################################################################################################################################################################,2,38,,
5,2/17/21,###############################################################################################################################################################################################################################################################,3,103,,
5,2/17/21,###############################################################################################################################################################################################################################################################,4,98,,
5,2/17/21,###############################################################################################################################################################################################################################################################,5,94,,
6,2/17/21,###############################################################################################################################################################################################################################################################,1,111,,
6,2/17/21,###############################################################################################################################################################################################################################################################,2,87,,
6,2/17/21,###############################################################################################################################################################################################################################################################,3,110,,
6,2/17/21,###############################################################################################################################################################################################################################################################,4,90,,
6,2/17/21,###############################################################################################################################################################################################################################################################,5,97,,
7,2/17/21,###############################################################################################################################################################################################################################################################,1,89,,
7,2/17/21,###############################################################################################################################################################################################################################################################,2,92,,
7,2/17/21,###############################################################################################################################################################################################################################################################,3,80,,
7,2/17/21,###############################################################################################################################################################################################################################################################,4,93,,
7,2/17/21,###############################################################################################################################################################################################################################################################,5,93,,
8,2/17/21,###############################################################################################################################################################################################################################################################,1,77,,
8,2/17/21,###############################################################################################################################################################################################################################################################,2,79,,
8,2/17/21,###############################################################################################################################################################################################################################################################,3,93,,
8,2/17/21,###############################################################################################################################################################################################################################################################,4,101,,
8,2/17/21,###############################################################################################################################################################################################################################################################,5,88,,
9,2/17/21,###############################################################################################################################################################################################################################################################,1,103,,
9,2/17/21,###############################################################################################################################################################################################################################################################,2,98,,
9,2/17/21,###############################################################################################################################################################################################################################################################,3,94,,
9,2/17/21,###############################################################################################################################################################################################################################################################,4,81,,
9,2/17/21,###############################################################################################################################################################################################################################################################,5,97,,
10,2/17/21,###############################################################################################################################################################################################################################################################,1,82,,
10,2/17/21,###############################################################################################################################################################################################################################################################,2,62,,
10,2/17/21,###############################################################################################################################################################################################################################################################,3,111,,
10,2/17/21,###############################################################################################################################################################################################################################################################,4,119,,
10,2/17/21,###############################################################################################################################################################################################################################################################,5,93,,
11,2/17/21,###############################################################################################################################################################################################################################################################,1,73,,
11,2/17/21,###############################################################################################################################################################################################################################################################,2,75,,
11,2/17/21,###############################################################################################################################################################################################################################################################,3,113,,
11,2/17/21,###############################################################################################################################################################################################################################################################,4,86,,
11,2/17/21,###############################################################################################################################################################################################################################################################,5,77,,
12,2/17/21,###############################################################################################################################################################################################################################################################,1,62,,
12,2/17/21,###############################################################################################################################################################################################################################################################,2,80,,
12,2/17/21,###############################################################################################################################################################################################################################################################,3,109,,
12,2/17/21,###############################################################################################################################################################################################################################################################,4,129,,
12,2/17/21,###############################################################################################################################################################################################################################################################,5,101,,
15,2/17/21,###############################################################################################################################################################################################################################################################,1,76,,
15,2/17/21,###############################################################################################################################################################################################################################################################,2,75,,
15,2/17/21,###############################################################################################################################################################################################################################################################,3,137,,
15,2/17/21,###############################################################################################################################################################################################################################################################,4,97,,
15,2/17/21,###############################################################################################################################################################################################################################################################,5,98,,
16,2/17/21,###############################################################################################################################################################################################################################################################,1,79,,
16,2/17/21,###############################################################################################################################################################################################################################################################,2,97,,
16,2/17/21,###############################################################################################################################################################################################################################################################,3,111,,
16,2/17/21,###############################################################################################################################################################################################################################################################,4,107,,
16,2/17/21,###############################################################################################################################################################################################################################################################,5,101,,
17,2/17/21,###############################################################################################################################################################################################################################################################,1,85,,
17,2/17/21,###############################################################################################################################################################################################################################################################,2,72,,
17,2/17/21,###############################################################################################################################################################################################################################################################,3,98,,
17,2/17/21,###############################################################################################################################################################################################################################################################,4,42,,
17,2/17/21,###############################################################################################################################################################################################################################################################,5,92,,
18,2/17/21,###############################################################################################################################################################################################################################################################,1,62,,
18,2/17/21,###############################################################################################################################################################################################################################################################,2,79,,
18,2/17/21,###############################################################################################################################################################################################################################################################,3,102,,
18,2/17/21,###############################################################################################################################################################################################################################################################,4,79,,
18,2/17/21,###############################################################################################################################################################################################################################################################,5,75,,
