,kallisto.trimmed.AST-1065_R1_001.fastq.gz,kallisto.trimmed.AST-1105_R1_001.fastq.gz,kallisto.trimmed.AST-1147_R1_001.fastq.gz,kallisto.trimmed.AST-1412_R1_001.fastq.gz,kallisto.trimmed.AST-1560_R1_001.fastq.gz,kallisto.trimmed.AST-1567_R1_001.fastq.gz,kallisto.trimmed.AST-1617_R1_001.fastq.gz,kallisto.trimmed.AST-1722_R1_001.fastq.gz,kallisto.trimmed.AST-2000_R1_001.fastq.gz,kallisto.trimmed.AST-2007_R1_001.fastq.gz,kallisto.trimmed.AST-2302_R1_001.fastq.gz,kallisto.trimmed.AST-2360_R1_001.fastq.gz,kallisto.trimmed.AST-2398_R1_001.fastq.gz,kallisto.trimmed.AST-2404_R1_001.fastq.gz,kallisto.trimmed.AST-2412_R1_001.fastq.gz,kallisto.trimmed.AST-2512_R1_001.fastq.gz,kallisto.trimmed.AST-2523_R1_001.fastq.gz,kallisto.trimmed.AST-2563_R1_001.fastq.gz,kallisto.trimmed.AST-2729_R1_001.fastq.gz,kallisto.trimmed.AST-2755_R1_001.fastq.gz
::chromosome_7:22705092-22705347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_9:16075950-16076277,0,0,0,0,0,0,1,1,0,3,2,0,0,1,0,0,0,0,0,1
::chromosome_4:24240571-24241903,1.02203,0,2.0126,0,0,0,0,0,1,4.14645,0,0,2.00582,0,0,0,0,0,0,0
::chromosome_14:48440899-48446669,4.33717,0,18.7835,13.7788,5,4.14416,5.3515,4.18686,7.14219,21.5238,22.8966,3.38478,2.11726,7.03248,8.72311,0,14.2807,2.318,3.16183,0
::chromosome_14:36258239-36258961,1.13437,0,2.06653,0,0,1.08742,0,8.74056,0,2,3.15057,1.52792,0,5.19775,0,0,2,0,0,0
::chromosome_5:26857935-26858970,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
::chromosome_13:40956622-40956873,1.14145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0.889778,0
::chromosome_5:1063720-1077402,284.99,0,762.532,105.95,14.1228,85.8896,240.163,302.776,56.8231,238.388,398.675,174.566,341.04,309.131,232.307,124.431,213.508,208.834,18.3339,28.0951
::chromosome_7:17207161-17208624,4,0,0,0,10,0,10,27,57,2,0,2,46,0,2,17,1,4,1,0
::chromosome_3:1590118-1620406,67.6976,0,78.2869,47.9509,5.70738,40.8588,75.0686,166.167,30.7356,165.516,92.5741,37.4277,75.7611,207.06,61.3962,56.9525,171.476,163.894,32.6959,3.27127
::chromosome_13:13475250-13488593,248.113,0,489.282,223.644,34,139.934,463.543,431.557,163.346,363.226,335.925,320.738,323.981,485.016,186.982,51.9646,119.134,445.053,91.6893,35.8925
::chromosome_13:25305663-25305885,2.54511,0,5.7785,0,0,3.82188,1.73242,2.80714,1.71537,10.6246,0,3.82136,1.93096,1.65432,0,0,0,0.386488,0,0
::chromosome_12:37211513-37213957,0,0,22.2215,793.92,40.8154,9.06917,1410.41,336.012,5.00865,4.03941,5.03544,2.01288,2.01333,12.0701,3.02574,2.01433,722.363,8.04535,5.0192,5.02962
::chromosome_10:16265667-16268478,26.117,0,23.7004,50.5573,13,3,16.5921,20.4632,6.01344,42.2977,78.2695,5,23.0276,31.2022,13.3289,4,15.0763,40.2901,17.0519,1
::chromosome_6:28381787-28388369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_6:12640643-12641231,0,0,2,5,0,6,11,0,0,0,0,0,2,4,0,0,3,1,0,0
::chromosome_10:15675577-15679078,173.804,0,59.6551,250.059,7.44639,15.7742,356.48,73.6741,26.8187,233.401,190.968,120.292,36.0348,143.152,191.086,37.1763,171.118,216.157,17.7118,7.19226
::chromosome_14:20712791-20713193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_14:27428414-27429432,8,0,13,33,0,16,41,28,0,9,18,26,3,4,0,1,21,26,8,0
::chromosome_8:11310371-11320083,175.102,0,246.395,34.2794,18.7479,116.568,55.1924,75.5884,105.317,83.3259,84.7037,79.8299,91.0106,70.9687,139.247,6.06041,60.7174,168.661,35.5189,1.83918
::chromosome_12:24754578-24756264,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
::chromosome_6:14963111-14973572,66.7782,0,156.95,19.9168,4,28.7747,53.3509,95.3553,9.34471,55.7646,51.8376,61.0159,78.5224,164.197,35.4247,15.7143,58.8067,60.1147,2.22752,10.2561
::chromosome_13:13848348-13852637,2385.98,0,2188.59,555,99,821.225,2398,1148.04,703,2043,1778,1531,1764.42,3025,2293,544,1555.08,1742,254,177
::chromosome_6:14125520-14125745,8,0,1,0,0,2,8,0,0,3,8,3,4,7,0,0,2,0,1,0
::chromosome_13:33330238-33332823,76,0,137.013,5.00088,1,12,22.0092,68,51,61.0103,24.0412,17.057,32.2925,36,47,10,25.2393,32.2055,0,0
::chromosome_14:44557279-44560297,0,0,60.516,0,0,0,23.629,0,0,0,66.8979,1.1764,0,0,0,0,0,0,0,0
::chromosome_10:16345225-16388500,583.375,0,688.49,279.198,109.479,213.751,610.892,423.309,219.207,470.74,515.891,308.166,248.033,986.331,343.051,121.579,626.326,413.602,60.2575,24.5767
::chromosome_4:4960037-4969550,177.567,0,449.838,132.071,11.0856,119.91,260.378,346.145,93.9006,222.187,200.358,144.454,393.553,131.389,149.031,52.3348,168.885,125.189,34.9617,14.0761
::chromosome_3:2154668-2164347,11.5199,0,113.689,34.9099,0,26.5462,73.2372,64.1414,8.50376,37.4703,24.473,4.15793,63.7116,42.348,53.1739,10.741,11.5503,13.399,9.72265,7.86305
::chromosome_12:13213672-13239582,0,0,0,0,0,85.2937,0,0,0,0,0,0,107.01,0.0977295,0,0,0,0,0,5.04285
::chromosome_9:11826763-11832554,729.79,0,4052.13,3206.2,168.057,1214.66,2636.31,3604.71,1068,604.469,4002.81,2060.84,2834.23,787.454,738.85,541.266,1492.66,808.442,122.06,72
::chromosome_11:1263405-1293887,418.419,0,690.787,70.792,21.811,177.51,381.45,668.343,117.515,392.411,262.304,206.647,521.994,513.862,246.409,58.9432,305.686,296.144,118.661,32.0749
::chromosome_14:16375932-16377403,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,3,0,0,0
::chromosome_14:14685300-14690334,36,0,13,7,4,38,11,15,19,23,32,13,53,2,20,2,17,36,11,13
::chromosome_7:19822062-19822290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_5:14026906-14051900,134.702,0,482.819,248.429,27.1618,107.26,274.684,160.292,121.497,245.699,489.391,136.069,270.628,255.78,300.107,113.723,244.821,308.238,70.0865,18.8671
::chromosome_1:10155920-10156603,0,0,2.47806,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
::chromosome_4:13022841-13027230,1104.94,0,3979.46,525.3,39,546.441,1049.83,2469.66,917.854,722.432,1221.09,698.882,2058.81,1896.06,952.688,347.531,906.616,961.676,134,127.015
::chromosome_6:2961936-2962287,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
::chromosome_8:29226407-29226731,0,0,1.78873,1,0,0,0,1,0,1.35093,0,0,0,0,2,2,0,2,0,0
::chromosome_6:7661721-7662000,17,0,30,0,0,1,13,9,0,3,15,13,4,11,9,0,9,7,0,1
::chromosome_7:9139182-9139770,33,0,4,9,0,4,23,50,0,11,16,0,5.89844,32,35,8,38,8.76229,4,0
::chromosome_1:8843874-8873358,220.54,0,164.683,27.2026,21,72.7884,125.239,333.698,66.51,405.226,124.705,46.2292,128.698,279.997,127.954,19.2839,98.5008,146.136,15.5633,14.164
::chromosome_9:6254059-6256120,1,0,3,18.1052,0,0,4.47484,4.63728,2.15004,6.61809,17.5414,0,0,17.5347,0,0,1,0,0,0
::chromosome_1:20213582-20221194,69.1433,0,142.567,9.32764,7,28.8889,70.8413,52.0285,33.2607,38.498,28.2351,33.8592,81.9417,74.7887,38.8973,16.6324,53.4194,43.3877,2.10399,5.57688
::chromosome_14:44757336-44758173,2.3595,0,13.9659,5,0,7.37307,2.57439,1.14955,1,1,1.81576,3.619,0,2.42439,10.7418,0,4,1.35077,0,0
::chromosome_7:17918954-17919745,0,0,0,0,0,0,0,0,0,0,2,0,0,51.3247,0,0,0,0,0,0
::chromosome_9:24040420-24043405,135,0,24,5,0,0,17,28,0,41,35,9,7,47,41,3,19,22,1,1
::chromosome_13:33820238-33842807,352.52,0,586.298,180.203,3.02475,200.089,296.998,450.722,68.3811,488.957,301.158,207.475,377.523,297.711,373.29,57.339,289.885,199.8,38.94,41.2889
::chromosome_7:11674040-11688569,450.414,0,200.353,273.534,148.388,52.6552,375.303,193.609,216.841,240.092,155.423,365.047,109.357,270.839,265.275,185.388,228.707,282.67,242.766,30.5709
::chromosome_2:11985811-11986102,2,0,6,1,0,4,1,5,0,0,6,5,1,18,4,0,3,2,0,0
::chromosome_8:779325-793503,1080.95,0,1558.09,500.058,60.824,216.093,576.024,1065.82,392.045,943.6,632.635,422.991,1085.3,1469.2,710.609,227.507,610.144,752.009,113.128,58.6876
::chromosome_13:18544536-18545591,5.45029,0,0,28.1818,0,0,14.3926,4,0,13.6107,3.69093,4,8,5.45672,6.9971,3,1,4,0,0
::chromosome_2:16079652-16080654,0,0,5.19005,3.40502,0,1.317,2.86484,13.2684,1,5,9,2.09359,4.13076,0,2.41292,1,8.73151,1,0,1.75358
::chromosome_11:27370254-27370557,0,0,0,0,2.10645,6.69599,0,0,0,0,36.889,24.0112,32.5357,1.32729,0,0.127663,0,1,0,6.21237
::chromosome_5:18216027-18231061,880.562,0,2214.76,335.879,32,626.629,780.854,1416.95,125,786.398,596.349,479.371,1299.56,1098.52,643.904,207.667,725.767,591.317,87.1091,54.2597
::chromosome_14:29974139-29978425,99.5186,0,128,16,0,0,6,0,27,38,9.07323,1,0,1.00943,0,0,10.0334,0,0,0
::chromosome_10:1089351-1090301,60,0,15,38,11,4,9,10,3,62,40,9,9,11,58,5,14,39,1,17
::chromosome_14:28156048-28156396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_7:28111782-28126322,368.767,0,525.158,174.365,21.7032,142.771,404.564,385.774,176.695,341.554,444.456,333.845,346.68,388.068,233.235,66.5325,398.308,292.931,51.2213,24.9118
::chromosome_7:25305957-25306674,2,0,8,0,0,4,17.312,9,4,2,5,5,1,6,2,0,4.27389,9,0,0
::chromosome_10:19765114-19779166,199.405,0,297.175,142.084,14.1928,77.3878,110.428,110.103,46.5302,308.212,83.2276,80.5671,353.893,194.889,231.872,24.9753,107.321,146.308,19.4217,5.10023
::chromosome_12:18830693-18831094,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
::chromosome_11:33122319-33125687,129.801,0,216.337,105.229,7.10622,61.4308,185.902,194.954,55.3258,154.298,114.8,143.89,217.565,104.342,112.278,11.0492,142.478,94.8653,22.1782,29.1655
::chromosome_14:19253497-19255195,1,0,1.02857,0,0,0,0,0,0,2,2,0,5.14493,0,7.125,0,0,5.71429,0,0
::chromosome_12:3610305-3623518,279.282,0,52.9576,63.6102,10.0166,28.3111,594.394,36.4403,32.6252,135.153,105.829,102.258,48.6626,232.192,109.594,67.0797,448.507,220.403,5.03895,7.11367
::chromosome_11:26596475-26598155,348.45,0,238.619,39.7944,9,58.6843,124.031,160.94,40,245.629,140.946,109.717,82.4569,356.709,262.665,30,171.361,129.735,18,25
::chromosome_13:25178473-25179649,13.8263,0,7.75946,0,1,6.711,73.6602,10.2903,0,16.3095,7.8833,3.11841,29.0288,13.8501,12.5629,1.24204,19.6842,11.9619,0,0
::chromosome_3:21344839-21350376,31.9927,0,73.775,5.33546,0,16.4495,26.6984,9.11859,0,19.15,7.45537,29.6773,29.0446,64.1148,34.725,4.02831,3.00348,24.1517,0,2.45981
::chromosome_5:23253765-23265894,260.185,0,506.566,100.311,5.09701,71.4078,197.144,250.105,52.064,221.045,176.283,119.018,219.62,568.856,168.609,71.5157,293.509,317.961,9.12331,34.4751
::chromosome_1:76735-78519,66,0,103,86,2,30,103,133,16,187,131,80,96,50,97,16,85,72,15,16
::chromosome_5:8245897-8246845,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
::chromosome_8:10473922-10475044,7,0,10,0,0,11,23.0301,5,0,2,0,1,3,15.1416,0,0,2,3,0,0
::chromosome_6:22978340-22983987,15,0,136,33.0137,7,6,23,164.979,16,49,33,34,38.3537,34.3436,4,2,7,16,2,0
::chromosome_14:14033298-14033700,4,0,11,0,1,4,18,41,0,6,8,2,1,10,5,4,2,29,0,0
::chromosome_11:481464-485143,42.4082,0,156.712,9.97859,1.31195,16.2177,44.7054,52.3907,11.3791,50.0423,70.9752,36.3687,38.3031,40.8097,30.8497,8.69457,32.2778,48.0315,2.67101,3.05511
::chromosome_8:12534527-12535604,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_9:627710-633839,168.225,0,248.043,128.368,30,66.1863,170.48,231.432,84,158.445,276.071,80.8961,172.438,166.06,130.009,46,94.1791,181.027,25.0072,15
::chromosome_13:29295188-29305901,49.2064,0,136.861,36.1618,2.07601,15.1616,49.9089,25.6954,18.4279,127.529,39.4011,34.7515,23.5263,34.371,22.3077,46.3179,21.9732,63.0743,24.3674,1.03019
::chromosome_14:15238231-15246298,24.8036,0,36.2944,15.6674,0,26.7926,66.9,59.4347,27.3856,49.1534,35.2439,34.1231,15.1808,73.9953,20.1963,9.13816,35.1933,33.1272,0,0
::chromosome_9:23056564-23056870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_14:47012761-47014670,3948,0,5636.97,2678,299,1233,3133.07,4497,2032,3638.95,4380.93,2534.99,3048,3333.97,2810,924.06,3511.84,3137,645,359
::chromosome_8:9639417-9641778,0,0,0,14.9254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_13:37337785-37342809,831.772,0,447.258,560.665,51.6049,97.2949,560.08,517.135,357.356,1117.41,1850.69,571.032,378.862,376.938,530.535,153.055,671.614,500.335,288.643,132.947
::chromosome_11:20993936-20994199,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
::chromosome_11:27583875-27593699,134.678,0,222.212,148.436,10.0671,74.3569,189.979,130.738,59.2935,156.581,139.354,129.692,157.232,150.538,107.382,47.2201,145.228,95.2556,21.0809,15.071
::chromosome_4:26682264-26696212,468.842,0,1414.36,295.84,7.68194,468.089,448.083,561.423,82.0905,589.732,497.074,339.595,901.833,457.761,518.331,75.4845,493.225,529.791,85.1071,49.1318
::chromosome_6:27974429-27978848,0,0,3.07433,0,1,0,2.00257,0,2,0,2,4.00829,1,11.024,5.01771,0,0,0,0,1
::chromosome_7:26828875-26831324,14.0696,0,50.2522,9.1638,1,2,24.0761,34.4091,62.1897,15.0917,12,13,3,10,9,2.03971,6.0137,24.0338,8,0
::chromosome_14:893056-894755,17,0,15,6,4,7,2,7,1,24,14,6,1,20,21,9,14,13,0,0
::chromosome_4:4772320-4777639,114.777,0,180.459,63.024,5,40.9635,113,137.788,41,133.746,172.866,105.958,90.9783,76.8131,94.4891,32,98.4778,88.1355,17.1183,15.5457
::chromosome_4:25650458-25663203,5140.09,0,4980.64,2933.04,346.689,1207.96,5127.88,4026.48,2405.98,5101.52,5137.51,3099.74,4551.93,3889.67,5208.68,1134.96,5388.58,4584.96,805.29,513.283
::chromosome_5:14705779-14706775,5,0,1,1,0,0,0,4,0,1,0,2,3,3,0,0,5,1,0,0
::chromosome_7:1054737-1057716,22,0,35,6,0,8,29,12,13,36,37,19,11,31,17,3,12,39,1,4
::chromosome_6:14750815-14752361,10.5138,0,4.44725,2.27944,0,0,8.32512,0,2.33639,11.4708,7.44758,0,5.31688,5.54837,0,0,2.15215,4.58843,0,0
::chromosome_6:27718519-27750489,721.82,0,572.214,410.088,62.9601,134.417,460.284,546.206,126.874,540.256,736,351.809,396.076,900.442,614.059,318.921,548.303,667.187,96.0981,49.8169
::chromosome_1:13457312-13464828,5.92448,0,18.8146,5.60494,0,6.46235,17.2026,31.0151,10.1966,10.0779,4.89989,20.1186,3.04825,11.2814,11.6712,2.29247,8.46236,8.59056,3.93531,0
::chromosome_7:8299085-8311366,88.5218,0,212.799,32.2018,0,59.6822,85.6809,175.445,11.3113,88.1247,115.998,51.27,78.3519,165.26,37.9154,16.5,57.8226,131.783,2.0435,2
::chromosome_3:21257846-21267814,162.248,0,346.556,221.401,21,104.397,274.995,286.874,104.226,274.06,228.408,211.525,350.171,331.302,198.736,103.696,155.759,181.568,126.068,32.3331
::chromosome_9:2040058-2042101,14,0,17,21,1,5,25,25,14,62,119,6,19,52,36,8,31,55,1,2
::chromosome_11:27611957-27612476,7.78403,0,7,0,0,0,6,22.3941,0.563965,7,6.18587,1.62624,6,10.4455,0,0,4.0739,6.5945,0,0
::chromosome_14:56546977-56548593,38,0,0,1,1,2,0,0,0,5,4,3,0,0,40,1,0,7,0,2
::chromosome_9:12802804-12809210,81.7313,0,14.579,12.3991,0,2.46697,139.969,22.8817,25.4221,44.5619,44.4368,0,77.1167,32.0588,35.801,18,32.5604,8.60786,8.51141,7.12145
::chromosome_14:18974162-18976343,0,0,0,0,0,9.95E-08,0,0.000190867,1.43E-06,0,3.48E-06,2.16E-07,0,0,0,0,0,0,0,0
::chromosome_13:24551672-24564141,43.238,0,114.77,43.1654,2,56.0591,109.513,161.498,19.054,92.5335,80.6822,89.9325,128.579,48.5418,34.9136,6.39166,96.254,28.4704,18.5466,6.3419
::chromosome_9:23386488-23394236,3296.8,0,1487.16,2127.96,136,220.022,1152.58,1398.06,211,1392.97,3343.02,755.091,476.21,873.685,1118.03,229,1412,1863.31,560,124
::chromosome_7:10474440-10476585,0,0,2.06275,1.67327,0,0,0,0,0,2.05028,1.34887,0,5.01994,0,0,0,8.70139,4.03576,0,1.05795
::chromosome_14:8754644-8760657,154.347,0,800.747,52.4697,3.23432,897.172,165.61,287.159,11.1728,88.2466,175.036,101.283,501.562,104.265,68.8627,36.394,96.27,151.319,12.6052,11.9803
::chromosome_1:4870179-4871127,48,0,1,61,0,0,21,0,6,11,12,6,1,4,5,4,33,11,0,0
::chromosome_5:2107722-2112285,73.5702,0,155.369,17.8075,1.03328,39.1935,60.7901,106.25,2.9654,68.0119,87.7027,16.9443,104.742,57.1891,29.5258,16.1132,30.9339,35.8783,7.34685,2.18076
::chromosome_14:9639437-9639941,49,0,360,69.9328,27,74,435,886,87,213,47,425,1119,136,4182,69,137,93,49,22
::chromosome_14:40465188-40467278,4,0,0,0,0,1,3,3,0,1,2,0,0,1.04593,0,0,0,0,0,2
::chromosome_8:9080026-9080767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
::chromosome_5:10250597-10251527,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
::chromosome_8:2458666-2458933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
::chromosome_1:4859807-4865976,115,0,133,59,7,115,21,59,25,122,28,54,17,128,54,9,53,18,5,0
::chromosome_8:10717801-10732279,128.926,0,211.774,83.4998,18.1842,37.8876,60.0312,78.7352,52.0531,156.108,62.6994,111.892,190.82,265.741,164.272,56.8048,104.464,131.525,9.79617,25.1094
::chromosome_1:20579604-20596724,154.509,0,334.124,138.499,8.65137,78.7333,262.583,218.056,100.902,226.351,211.776,140.305,194.952,160.376,166.616,22.1905,116.449,166.767,30.1136,20.458
::chromosome_7:29970119-29983373,2153.41,0,3963.17,902.74,233.401,447.813,783.314,887.42,120.629,845.776,3685.29,429.477,824.609,1866.4,641.777,160.849,5112.25,700.578,433.229,115.772
::chromosome_7:27499740-27504863,20.3341,0,138.686,9.77173,7.05765,22.3938,59.4482,73.3249,8.61889,62.8397,63.5167,53.6629,58.6507,62.3794,29.262,18.026,39.7286,34.4177,5.02007,0
::chromosome_13:29831915-29832248,51,0,118,94,5,59.9813,138,68.8345,47,76.9578,98,89,112.868,387.82,92,30,48,182.849,11,14
::chromosome_6:27019904-27020528,0,0,0,0,0,3,0,0,0,9,5,0,0,0,0,0,0,0,0,0
::chromosome_11:23768173-23769926,1,0,5,5,0,0,3,13,6,0,4,0,1,0,0,1,0,4,0,0
::chromosome_12:13142190-13143453,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1
::chromosome_11:22453716-22455267,0,0,4,0,0,2,0,3,23,1,2,1,5,0,2,0,1,3,0,0
::chromosome_11:23258347-23258998,1,0,6,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
::chromosome_10:18359295-18359646,0,0,1,2,0,0,0,0,5,0,0,0,2,2,0,0,0,2,0,0
::chromosome_1:18723917-18725231,182.674,0,225.585,24,3,33,62.2389,45,24,93.6351,135.319,43,48.6362,140.744,68,17,88.141,51,8,12
::chromosome_14:5620136-5632338,349.264,0,996.753,89.7114,29.7732,263.706,363.712,323.098,76.284,498.875,381.714,194.473,304.163,560.693,456.362,91.9157,194.287,204.394,35.0985,42.593
::chromosome_8:3456046-3462337,145.957,0,338.919,78.5854,1.06853,59.3127,94.5564,214.793,52.1487,197.658,188.993,108.686,143.094,106.392,101.603,18.643,163.77,201.815,9,8
::chromosome_14:53096806-53098831,389,0,18,12,14,25,0,0,10,205,290,65,166.312,284,3,53,153,259.055,1,2
::chromosome_6:25568292-25570376,152,0,83,14,1,2,37,136,23,194,17,49,12,4,74,2,119,32,4,1
::chromosome_6:1927321-1930204,112.403,0,64.2788,58.3783,4.09021,12.0855,56.2962,33.5938,10.5336,71.5963,137.145,43.7149,36.3016,54.7257,44.2781,12.3563,73.7141,73.6482,3.18227,5.00402
::chromosome_14:36983256-36983571,0,0,1,1,0,0,3,1,0,2,1,1,3,2,0,0,4,0,0,0
::chromosome_7:23039555-23041016,0,0,0,0,0,0,0,0,9.3008,1.87058,10.2046,0.857424,7.39189,1.0768,0,0,0,2.60578,0,4.83203
::chromosome_4:8082891-8090540,145.412,0,254.784,94.3766,46.3146,85.9646,154.201,201.216,135.432,183.773,98.7964,62.9425,182.351,99.2619,143.252,24.1513,79.9737,115.072,70.4784,12.1862
::chromosome_8:7835440-7836124,0,0,1.46663,0,0,0,0,3.21972,0,2.18971,0,0,0,1,0,0,1.09442,1.08261,0,0
::chromosome_12:455647-461115,70.5527,0,54.5177,20.6918,0,14,25.0601,38,5.13411,40.4618,43.0078,18.2555,21.086,56.6494,34.262,11.007,25.0139,41.1683,4,5
::chromosome_10:1320197-1324552,259.287,0,149.132,155.609,8.69425,26.0375,230.756,95.9338,62.7405,213.436,172.38,160.624,122.945,172.398,106.875,51.983,145.737,351.996,36.4871,35.1156
::chromosome_9:12253602-12258651,16.982,0,41.4024,17.6559,7.05455,10.7357,26.1639,39.782,33.9345,13.6693,19.4307,29.6585,51.9289,35.6042,28.7989,13.7231,15.8597,31.2522,6.56495,1.29167
::chromosome_14:28391845-28393957,13.4231,0,8.74957,1,0,4.34275,19.6206,18.3119,7,13.2627,6.68703,2.29113,1.22409,4.27072,12.5335,0,24.9779,2,1,2
::chromosome_13:40242698-40246157,162,0,282.513,62.693,9,9.19514,68,126.667,43.8992,169,185.59,77,1,68,0,7,1,63,18,1
::chromosome_14:25491872-25493491,0,0,0,0,0,6,0,10,4,3,1,0,1,4,1,0,0,0,0,0
::chromosome_13:16823636-16824020,127,0,247,105,0,89,225,155,39,237,228,172,224,161,190,63,155,186,31,35
::chromosome_1:4292286-4297958,44.3014,0,70.1339,32.4427,5.01304,16.1555,79.6847,64.6322,19.6536,56.0167,45.736,57.1956,60.5352,153.297,56.1909,6.81422,73.8898,48.9482,10.6851,9.46463
::chromosome_9:20543264-20543615,0,0,0,0,0,0,0,0,1,3.04839,0,0,0,3,0,0,0,0,0,2
::chromosome_14:3303573-3315346,1143.4,0,1676.57,124.841,13.1375,301.504,800.354,741.019,119.87,1078.23,1011.8,501.787,1216.62,822.39,906.638,142.779,790.789,850.421,19.2553,47.1189
::chromosome_11:11130293-11130569,0,0,6.77999,0.864957,4,0,1,8.09087,0,0.853038,1,0,1,2.68693,0,0,0,1,0,0
::chromosome_5:28794717-28801380,153.439,0,67.151,65.0077,7,10,127.895,119.316,53.006,66.7696,175.091,54.0107,34.0829,56.9574,62.0258,22.6056,94.1163,106.847,29.0218,6.35563
::chromosome_13:9940605-9952843,323.273,0,190.404,102.152,6.52914,27.0635,309.207,344.821,34.9246,133.756,191.327,65.2371,393.27,220.697,264.99,9.49168,98.0042,140.084,19.1807,7.58549
::chromosome_13:4783402-4784398,44,0,40,3,0,10,84,23,0,51,47,18,51,79,23,13,33,20,1,10
::chromosome_8:27225200-27233357,1140.78,0,1649.9,61.8992,15.2526,431.155,953.686,1184.72,40.1555,1005.52,715.502,445.187,1420.26,1049.91,961.475,80.8365,886.85,631.536,26.7935,61.9383
::chromosome_4:23327916-23328996,57,0,78,18,1,50,38,89,1,50,37,29,73,45,64,8,55,47,2,1
::chromosome_5:22868861-22871495,9,0,9,9,0,13,5,21,0,10,1,1,3,20,8,1,3,10,0,1
::chromosome_14:36717458-36720706,93,0,20,56,13,125,115,126,49,150,123,61,20,201,219,20,117,9,20,1
::chromosome_12:7155891-7157494,108,0,168,64,8,56,96,166,21,89,352,47,133,161,115,18,82,113,7,16
::chromosome_4:5132476-5132867,1,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
::chromosome_13:36427438-36435345,83.1429,1,189.657,30.1879,1.5132,86.5822,74.8085,161.473,147.035,175.093,142.075,63.3588,126.23,74.7768,82.8044,11.7416,64.2709,99.5274,29.9267,5.43231
::chromosome_12:33224246-33224531,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0
::chromosome_5:11436129-11437008,0,0,1,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0
::chromosome_14:34058285-34058876,0,0,3,0,0,0,2,0,0,0,2,0,5,1,0,1,2,0,0,1
::chromosome_12:28250160-28250397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
::chromosome_12:34070031-34072131,34,0,17,3,1,0,28,35,3,25,15,3,2,15,17,5,13,12,0,0
::chromosome_5:21502183-21502717,3.6103,0,6.42976,0,0,2,6,1,0,2,0,0,5,7,0,0,8,2,0,1
::chromosome_8:15246721-15255210,39.4933,0,142.614,31.1445,3.1036,5.03043,34.119,52.1323,25.5075,46.0722,61.2347,24.2243,11.544,17.7282,63.0381,27.8304,62.8518,36.1312,12.0175,2.02264
::chromosome_9:19678558-19686989,19.6003,0,17.4113,16.7998,0,29.4721,42.7169,173.349,0,29.6938,24.6506,104.43,7.68994,49.3113,96.6902,2.11031,0,10.2928,176.305,2.05512
::chromosome_13:37361510-37364503,149.028,0,228.429,76.0586,21,46.0105,195,161.008,40.022,142.011,245.031,74,202.122,144.02,152,60,147,95.1426,21,16
::chromosome_12:18689930-18690272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
::chromosome_6:628806-631819,285,0,299,58,3,90,181,218,26,309,219,192,237,162,184,31.5966,165,102,25,11
::chromosome_11:5256316-5266118,627.646,0,3182.54,657.53,37.4124,536.889,948.391,2467.96,358.585,733.409,785.49,346.01,2253.35,889.206,718.392,92.5157,644.75,637.628,78.0069,92.3719
::chromosome_3:13452228-13453716,4.62643,0,0,11.0355,0,8.93347,150.164,4.26562,9.66667,0,0,10.0309,188.116,0,0,0,0,0,0,2
