,kallisto.trimmed.AST-1065_R1_001.fastq.gz,kallisto.trimmed.AST-1105_R1_001.fastq.gz,kallisto.trimmed.AST-1147_R1_001.fastq.gz,kallisto.trimmed.AST-1412_R1_001.fastq.gz,kallisto.trimmed.AST-1560_R1_001.fastq.gz,kallisto.trimmed.AST-1567_R1_001.fastq.gz,kallisto.trimmed.AST-1617_R1_001.fastq.gz,kallisto.trimmed.AST-1722_R1_001.fastq.gz,kallisto.trimmed.AST-2000_R1_001.fastq.gz,kallisto.trimmed.AST-2007_R1_001.fastq.gz,kallisto.trimmed.AST-2302_R1_001.fastq.gz,kallisto.trimmed.AST-2360_R1_001.fastq.gz,kallisto.trimmed.AST-2398_R1_001.fastq.gz,kallisto.trimmed.AST-2404_R1_001.fastq.gz,kallisto.trimmed.AST-2412_R1_001.fastq.gz,kallisto.trimmed.AST-2512_R1_001.fastq.gz,kallisto.trimmed.AST-2523_R1_001.fastq.gz,kallisto.trimmed.AST-2563_R1_001.fastq.gz,kallisto.trimmed.AST-2729_R1_001.fastq.gz,kallisto.trimmed.AST-2755_R1_001.fastq.gz
::chromosome_14:29193289-29194438,1,0,16,11,0,5,1,1,1,23,1,2,5,4,2,1,5,3,0,0
::chromosome_6:7231965-7232913,14,0,0,46,0,0,0,5,0,44,5,0,1,0,0,1,4,2,0,5
::chromosome_3:21450351-21454652,5,0,13,2,0,1,12.0949,13,15,16.3009,19,10,12,13,7,4,32,36,0,1
::chromosome_4:3903524-3907305,16.0028,0,27.6024,17.0026,2,3,6.03189,26.0033,9.00628,21.1234,18.005,9.04098,33.0051,22.4017,6.08147,0,11.0028,23.0047,9,2
::chromosome_7:227816-252599,533.902,0,713.284,388.176,78.0918,258.614,466.615,1798.85,308.972,578.281,586.942,224.327,993.488,537.97,402.537,194.809,463.647,590.73,84.5198,25.3252
::chromosome_11:17061052-17061841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_14:41041705-41041920,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
::chromosome_14:16176034-16186606,44.8527,0,105.414,84.4105,13.4319,34.407,97.3412,143.834,5.52569,112.213,69.6904,69.936,83.4772,190.337,41.4284,14.2532,50.3215,96.9288,27.8898,2.15656
::chromosome_8:12710959-12728116,284.339,0,712.877,168.702,27,112.651,298.824,522.018,59.0472,403.478,276.126,197.764,372.692,429.497,288.84,118.913,334.178,362.958,53.4773,36
::chromosome_5:6664973-6665460,1.69195,0,1,0,0,0,1.93882,4.64551,0,0,0,3.41267,6.46487,2.68883,0,0,0,0,0,0
::chromosome_8:12148377-12154555,450.35,0,920.733,278.718,8.78264,213.757,511.927,601.681,135.577,609.847,566.805,410.787,622.342,454.711,515.178,143.162,594.286,463.047,28.693,43.5337
::chromosome_5:14728043-14728310,0,0,1,0,0,0,0,0,0,7,3,0,3,1,0,0,1,0,0,0
::chromosome_10:7723614-7727641,114.006,0,4.07265,3.4661,7,1.01133,6.02323,0,16,84.1673,0,0,1.00535,7.76415,127.208,2,216.065,5.11064,1.00029,0
::chromosome_13:36666010-36692754,534.351,0,1211.04,302.095,69.3361,296.624,644.105,844.082,360.693,481.395,434.509,276.689,802.425,687.406,501.265,155.07,473.672,432.758,100.768,30.7273
::chromosome_1:3915172-3916102,33,0,67.6837,3,0,19,38,48.7385,1,33,42.8936,26,57,25.3333,22,6,17.92,60,6,4
::chromosome_13:32610420-32620232,59.9698,0,58.8964,38.9724,13.704,6.8478,74.7986,9.6999,40.5317,59.3922,29.8435,24.9311,28.4206,32.6582,36.509,3.41206,60.2697,31.2082,11.8029,5.93042
::chromosome_9:19573503-19574179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_4:10770239-10776804,88.5666,0,84.0646,29.9878,1,6.57763,14.5641,51.6026,3.20467,35.4215,18.0781,5.26334,67.9837,21.8318,36.4508,11.2886,20.5673,13.6364,12.0297,1
::chromosome_10:2962495-2963821,108,0,45,84,0,61,124,55,19,6,14,12,84,42,150,1,1,43,5,3
::chromosome_1:2600186-2617206,159.443,0,177.755,133.697,8.8792,78.2225,211.662,291.338,125.145,169.813,231.707,91.2168,221.447,201.32,142.499,48.7402,190.429,139.421,39.3512,17.7648
::chromosome_13:14881199-14882475,193,0,57,187,12,12,128,120.43,38.1921,142,122,72,72,147.534,134.255,17,89,127,22,8
::chromosome_2:1131857-1137705,0,0,56.0034,0,0,0,4.00009,2,1.00106,2.00352,0,21,0,3,0,0,0,0,0,0
::chromosome_5:11472802-11473684,0,0,0,0,0,0,0,3,0,0,1.09104,0,0,0,0,1,0,0,0,0
::chromosome_7:22794511-22795729,36.4992,0,1111.66,141.267,2.28117,19.5718,148.788,120.628,61.5451,71.6109,50.8584,36.6617,630.903,63.7336,133.251,4.40411,26.485,36.1363,2,10.2872
::chromosome_1:4537803-4544782,33.6937,0,37.4526,13.2742,2.00085,3.20526,62.8315,24.4987,8.03011,44.0895,45.4204,21.6102,52.5687,35.8267,48.3047,3.09914,16.2547,13.3878,5.07287,6.12353
::chromosome_14:31787171-31787558,33,0,2,52,0,10,30,24,16,33,13,3,25,6,8,15,43,11,9,2
::chromosome_3:7948309-7949158,0,0,4.83287,0,0,0,0,9.1793,2,1,0,2,17.5036,1,0,2,0,0,0,0
::chromosome_4:17374678-17380676,231.505,0,167.902,58.2107,0,73.4364,190.882,77.9916,74.9156,229.774,148.978,253.468,220.642,398.091,197.183,34.4444,152.767,261.917,26,22.6474
::chromosome_9:21721377-21722343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_13:6839923-6840511,146,0,291,6,2,48,142,150,12,143,139,111,172,189,136,19,122,116,7,1
::chromosome_12:31173146-31185139,237.82,0,542.621,33.2087,6.44983,140.421,251.559,351.635,46.3669,256.906,271.392,161.693,361.625,245.348,251.568,31.6319,286.6,181.189,11.5544,46.653
::chromosome_13:4100767-4103964,111,0,361,46,2,53,101,161,49,214,102,64,137,101,52,10,56,65,7,4
::chromosome_10:7048055-7049033,42,0,89,11,0,31,50,90,8,69.4566,46,45.1673,80,36.4794,30.3741,7,40,14,4,2
::chromosome_11:6177831-6182828,15.4041,0,4.61947,6.01775,0,0,6,1.00978,1.03882,8,14.5142,3.07563,1.02444,2.0133,7.32509,0,3.01146,0,0,0
::chromosome_7:8615275-8619822,117.884,0,42,13,2,7,40,29.3973,3,80,50,27,16,127,54,15,21,51,6,3
::chromosome_11:27779920-27796296,117.578,0,46.3707,28.6114,5.10372,53.4629,102.57,97.4791,15.013,21.0518,46.7916,25.2979,82.1804,141.151,21.8235,8.78691,95.5659,35.9228,7.63279,0
::chromosome_10:29831812-29843481,3004.5,0,110.374,23.4984,15.1422,3.36645,11.3707,147.473,13.9175,23.5954,16.3803,11.1542,82.2748,674.405,17.1861,13.6789,17.8387,2870.52,5.90645,87.6775
::chromosome_14:24374671-24375535,5,0,6.33116,3,0,2,3.93008,2,0,0,3.36364,2,0,0,1,0,2,3.25238,0,2
::chromosome_6:1166428-1170394,126,0,66.0013,143,15,9,63.0968,72,80,81,117,42.002,24,66,41.0028,16.0024,44,158,4,7
::chromosome_11:13282023-13283886,2,0,11,0,0,37,3,8,0,2,6,4,8,18,16,6,0,2,0,1
::chromosome_6:13410030-13416545,73.4199,0,134,41,2,25,131.367,130.156,35,55.5928,33,71.2755,112,68.3798,110,11,103,127.712,8,13
::chromosome_5:26033973-26046791,493.928,0,1078,443.446,14.5969,357.427,617.025,639.424,476.956,369.119,659.384,267.598,631.647,396.546,416.895,96.4818,339.408,362.897,75.1101,29.3509
::chromosome_12:15232893-15260248,589.685,0,2390.39,339.681,137.437,1113.85,1179.71,1304.8,418.912,568.869,1171.95,1501.16,1350.49,808.525,371.796,380.963,1440.58,615.818,278.632,67.1653
::chromosome_6:18210025-18213580,29.35,0,31.1513,3.50958,0,14.5171,15.6442,13.6979,2.25853,20.2205,11.1447,8.33848,24.9907,22.1209,20.4542,2.0807,7.00635,2,0,0
::chromosome_4:1247803-1250694,49,0,142,36,10,35,70,98,16,89,62,95,208,22,48,10,86,54,10,5
::chromosome_10:18808192-18809283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_9:11974097-11990271,262.474,0,618.173,61.8983,5.68227,177.659,312.484,369.966,102.731,338.708,274.731,202.852,401.582,334.74,254.556,36.096,269.266,231.703,17.3094,33.3553
::chromosome_2:5914923-5918164,14.3849,0,8.01082,2.07143,0,2.01859,10.2954,3.00688,0,1.01865,3.11876,2.12952,8.00279,14.5066,10.0271,1.00021,3.06798,5.20058,0,0
::chromosome_6:29517366-29519884,153.214,0,142.663,53.4195,17.5207,35.7975,40.8963,179.833,32.6609,161.154,167.625,46.1125,37.4663,71.5616,84.3586,30.9242,143.919,118.91,15,12.5612
::chromosome_14:21853530-21854196,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
::chromosome_2:9854379-9866008,261.534,0,287.836,51.9219,24,66.5808,361.204,177.097,34.7267,196.277,394.806,75.5988,167.009,84.1774,183.415,62.2641,24.5772,421.447,86.5027,4.08125
::chromosome_14:50735178-50764062,243.033,0,205.922,109.115,11.8815,74.0558,232.801,260.287,40.0015,326.51,224.521,128.099,104.911,273.531,145.496,56.7607,125.532,166.897,44.6955,18.1277
::chromosome_11:23145690-23151234,197.529,0,324.364,127.821,15.4487,90.6042,217.985,242.094,34.5056,194.384,152.414,85.5196,180.508,190.215,178.758,27.1973,93.2687,175.745,22.2238,18.1403
::chromosome_11:11124619-11125039,0,0,20.7705,0,0,6.57993,5.94275,0,0,0,0,0,0,0,2.31979,0,2.638,0,0,0
::chromosome_13:38092998-38093703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_14:29457239-29459611,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
::chromosome_11:26436642-26439477,151.627,0,324.745,88.332,8.1814,55.0429,190.19,280.904,79.0333,133.527,193.599,111.471,263.579,141.966,143.902,19.2173,169.133,165.739,8.46244,17
::chromosome_1:12277271-12285644,61.5057,0,76.2498,25.7063,5.5585,55.8025,126.124,98.3279,19.6828,86.8424,95.4119,65.4925,48.2635,97.1177,82.453,20.9928,65.8821,63.1062,7.08963,12.685
::chromosome_6:24459779-24460082,11,0,6,0,0,0,6,3,1,1,1,12,1,10,9,1,5,9,0,2
::chromosome_5:25302710-25321749,716.5,0,542.977,246.344,35.4072,420.843,321.6,614.447,106.136,528.001,821.577,365.119,452.55,702.377,666.88,146.016,741.767,479.236,83.6585,26.5939
::chromosome_12:32396661-32397006,12,0,2,1,0,0,1,1,0,4,5,0,6,9,9,0,3,8,0,0
::chromosome_7:832513-848327,362.649,0,161.956,31.9908,7.12523,47.7371,281.28,290.506,92.0056,157.493,163.568,100.925,84.0113,155.64,203.283,17.1216,169.983,194.829,16.6952,21.3232
::chromosome_8:27098775-27112711,117.369,0,73.4104,54.2683,32,21.3427,77.4559,41.7769,41.2259,89.6319,91.5455,26.2425,36.5426,48.3901,69.7394,19.9011,101.988,47.0662,7.00733,7.74807
::chromosome_14:22428186-22430294,18.1267,0,25.3676,197.99,0,5,63.3223,77.6323,2,27.3542,14.1817,13.2294,74.5557,70.1707,6,1,51.7566,46.1541,5,20.0485
::chromosome_5:26015909-26021414,75.2603,0,243.797,21.1774,0,9.00263,72.475,24.043,6.00218,32.2134,26.0008,17.0527,48.0092,341.087,63.3293,11.031,68.2091,176.006,1,8.17098
::chromosome_14:48273817-48293633,268.501,0,56.5195,18.2308,1,22.5417,41.6113,79.6041,14.5358,118.11,141.975,27.1292,82.3149,110.215,135.22,11.0867,101.388,83.938,21.1546,15.0271
::chromosome_3:12507328-12508134,5.0546,0,8,5,0,4,6,2,0,1,11,4,1.29061,17,2,0,4,16,0,0
::chromosome_12:985114-986476,4,0,8,4,0,8,15,4,0,10,8,12,9,19,48,3,6,10,5,0
::chromosome_10:18993189-18995882,171,0,130,34,9,21,118,37,35.9146,136,78,80.0187,32,160,101,17,51,125,9,18
::chromosome_2:11876239-11876604,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0
::chromosome_1:14040557-14044490,1.11414,0,0,3.25746,0,0,1.09648,0,0,0,1.0411,0,1,0,0,1,0,3,0,0
::chromosome_8:3750302-3752949,1,0,9,0,0,5,6,10,0,1,4,0,7,2,8,0,3,0,0,0
::chromosome_10:17382127-17389670,75.0903,0,168.804,52.6105,0,66.6017,100.255,176.096,16.0822,110.28,95.6991,55.7945,264.757,55.8097,51.1404,11.2377,71.7046,95.4546,16.0863,8.04675
::chromosome_12:13459676-13459946,6,0,4,0,0,0,17,0,0,3,4,0,10,0,0,0,2,0,5,0
::chromosome_6:2472587-2473010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_14:17887134-17890383,6,0,3,0,0,1,13,5,0,43,2,0,3,1,0,0,0,3,0,0
::chromosome_9:20125261-20127162,0,0,1.13441,2.68277,0,3.13613,2.19552,0,0,2.26257,0,25.8064,7,0,1,20,1.14136,1.095,2,0
::chromosome_11:1996329-2007760,76.0324,0,0,0,0,0,103.953,0,0,0,10.8631,0,0,0,0,0,0,0,0,0
::chromosome_11:8282473-8283851,5,0,19.2161,1,0,1,6.07732,6,1,5,6.09386,309,0,1.02199,10,2,2.02358,5,0,1
::chromosome_7:24852059-24852587,45,0,48,8,2,6,48,26,11,81,41,41,43,48,90,21,53,44,5,5
::chromosome_1:2906237-2910893,74.195,0,103.108,10.1764,0,27.4888,124.984,91.9046,12.3658,85,44.216,32.0335,61.1041,114,63,11.7329,120.445,60,3,12
::chromosome_5:23048756-23053583,822.537,0,1549.17,320.854,26,216.935,902.713,981.209,246.816,851.85,1054.38,564.476,1018.61,651.485,690.242,124.327,716.923,664.63,99.0088,110.644
::chromosome_5:5852177-5876897,6671.7,0,7885.34,1311.36,115.942,2888.13,5665.14,4055.36,479.438,6568.88,5125.58,3649.5,5807.14,5570.36,5315.36,906.652,6421.53,4009.08,276.108,551.231
::chromosome_11:18538371-18538584,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
::chromosome_8:2063630-2070186,36.6401,0,149.085,48.9283,4.38759,36.0264,53.5993,112.714,13.6311,98.9688,74.807,72.5092,112.619,56.1966,58.6475,19.2866,67.2544,75.8415,2.05212,2.18426
::chromosome_14:16316080-16328425,405.708,0,907.63,634.679,122.759,301.46,612.949,1048.44,701.22,673.319,532.328,427.215,904.94,360.141,366.145,103.752,425.314,444.407,190.378,69.7703
::chromosome_9:5782101-5786161,6.35195,0,25.888,0,5.00429,11.7035,27.7308,87.3351,20.0535,21.7139,216.875,70.9913,120.962,2.44705,13.7109,26.2729,305.906,14.1467,0,1.00477
::chromosome_9:12289545-12290016,2,0,4,0,0,2,11,2,6,1,0,0,0,2,4,0,0,2,0,0
::chromosome_10:19338718-19339060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
::chromosome_14:30103318-30103678,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
::chromosome_12:23741622-23745095,103,0,59.0597,50,5,9.36441,36.1077,97.1164,5,48,83,39.1351,18.231,39,56.9146,12,27.0356,84,4,1
::chromosome_3:20126778-20127444,1,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,1,2,0,0
::chromosome_1:20203903-20207333,730.224,0,764.06,225,19,177.211,395.684,926.305,73,1733.49,854.164,270.042,721.368,267.461,358.105,85.0398,636.031,393.037,53,57
::chromosome_8:2194614-2199064,96.3216,0,137.266,114.071,10.1074,45.7473,88.6546,99.9892,133.065,125.536,117.746,90.4239,128.097,110.248,62.0629,24.2491,62.0566,75.2085,40.1993,10.0666
::chromosome_4:4877547-4883728,83.4684,0,33.0676,130.103,7.29062,58.4749,67.3124,76.4521,36.8712,103.37,90.0286,59.7613,33.1507,58.2268,63.6176,21.6496,57.0622,69.7419,10.0013,3.07671
::chromosome_12:5074612-5074936,1.20814,0,0,6.01334,2.35627,0,0,0,0.931921,2.25892,4.01E-08,22.3762,2.67978,6.18666,1.30652,0,0,6.97533,0,0.573252
::chromosome_5:9672388-9684351,531.836,0,1604.4,162.928,13.2167,385.118,636.529,723,100.073,708.813,676.896,340.264,1569.53,614.999,566.447,122.55,628.239,558.907,29.4252,56.6646
::chromosome_1:372238-374973,11.1233,0,0,0,0,0,1.46992,2.28579,0,1.06221,0,0,0,16.3625,0,0,0,24.5488,0,1.12303
::chromosome_13:24564754-24569928,189.42,0,426.199,117.339,21,70.6865,272.151,428.574,54.4622,271.808,207.472,81.6199,414.188,158.231,158.324,57.354,144.646,146.012,34.4679,20.9034
::chromosome_14:48213753-48247977,342.22,0,964.034,173.577,59.7577,302.143,375.526,972.902,215.558,440.191,322.983,225.207,773.559,1017.66,575.026,70.3936,264.009,282.528,48.8372,41.3495
::chromosome_14:31153728-31154025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_12:30136059-30140996,26,0,419,2,5,1,38,17,0,5,0,54,250,29,0,3,1,103,0,0
::chromosome_5:1826128-1851981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_8:26713252-26722186,369.553,0,489.461,67.2314,7,129.065,449.4,253.185,45.0282,358.721,318.298,158.612,273.463,354.872,284.956,35.1747,316.427,240.816,22.8162,35.3913
::chromosome_8:7348594-7349035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_10:6999520-7005181,86.0752,0,25.4618,54.6629,3.25867,8.16685,14.9779,17.9423,14.3954,67.6179,195.294,7.08551,20.3113,34.2339,59.7685,18.3905,37.9487,17.268,9.8794,11.9998
::chromosome_13:3558958-3562226,9.26531,0,26.6949,0,0,79.4921,32.7285,9.87503,7,24.0024,0,18.4355,0,33.0406,3.87561,0,23.4495,1,1,0
::chromosome_6:27984412-27988657,100,0,210.697,96.5,4.0359,30.7227,201.53,108.446,18,166.448,165.772,192.865,164,404.451,160.452,18,213.032,98,39,26
::chromosome_11:28008171-28010103,220,0,883,410,10,50,53,133,22,84,102,41,21,150,188,39,276,143,14,17
::chromosome_13:1424895-1425456,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0
::chromosome_2:13920845-13921376,1.09826,0,0,0,0,0,0,0,0,2.70041,1.10654,0,0,1.76065,0.124841,1.26352,4,0,0,0
::chromosome_13:8359601-8359865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_7:2026972-2031455,9.48068,0,93.0012,5,1,2.13584,29.3979,9,10.0063,38.1581,3.11893,17.2984,13.8432,15.0037,21.0295,0,17.0088,12.2535,8,2
::chromosome_3:1137462-1142348,3.00401,0,1.01152,0,0,0,8.00132,4.25332,0,4.02308,8.08582,0,15.1575,2.02276,5.03246,0,2.00034,0,0,0
::chromosome_12:32132446-32137672,21.9104,0,30.4646,55.4793,2,8.10277,47.6743,48.5088,18.4276,29.3595,119.317,27.0257,26.4282,46.4491,12.0284,11.388,42.4613,41.709,10.4527,4
::chromosome_9:18112788-18113619,4,0,7,0,0,1,2,1,0,0,3,0,4,0,7,0,3,2,2,0
::chromosome_3:9110110-9113265,15.4608,0,22.4812,4.12899,4,0,22.3754,46.0973,15.2532,20.2373,28.3444,23.8141,16.6817,60.7585,18.1787,0,2,7,8.05649,1
::chromosome_10:26501497-26502418,1,0,5,0,0,8,1,63,2,10,8,0,28,12,0,0,1,4,0,0
::chromosome_10:11378620-11383191,14.0796,0,12.0484,5.01783,2.04504,9.20095,7.05074,17.0415,6.70123,23.1265,57.552,4.05142,28.153,32.2264,5.14564,6.5348,27.3113,20.0679,0,0
::chromosome_6:2355418-2357673,56.6605,0,51.435,4.1426,1.02333,25.1442,251.379,136.638,67.5227,155.702,69.9085,62.2488,89.9227,137.58,76.6434,17.2968,130.455,69.6982,0,2.033
::chromosome_6:13215131-13215524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
::chromosome_10:25601916-25602531,0,0,4,0,1,1,12,1,42,0,2,0,0,1,18,0,0,0,1,0
::chromosome_10:19294658-19295759,0,0,0,0,0,0,0,1,0,0,0,0,1.13515,0,0,0,0,0,0,0
::chromosome_3:2452766-2454617,4,0,3.11291,0,0,0,0,0,0,2.0741,0,0,5.48667,0,0,0,0,0,0,0
::chromosome_5:29363542-29363869,0,0,0,0,0,0,1.17444,0,0,0,0,0,0,1,0,0,0,0,0,0
::chromosome_6:13285498-13288629,54.1938,0,138.288,29.5727,2.00378,40.0417,85.8307,86.9036,3.15628,65.5916,58.3199,50.2666,94.6818,41.2897,42.2763,14.0424,55.4532,58.6264,9.06937,0
::chromosome_13:39266152-39267600,3,0,9,8,0,0,7,1,0,4,1,1,1,3,4,0,1,5,1,2
::chromosome_11:28506958-28511147,50.9412,0,69.0836,9,2.5384,17.473,31.4846,38.7956,6.48053,66.5934,37.076,26.4064,33.5658,37.4815,56.8386,1,42.1736,28.745,8.10765,8.17293
::chromosome_8:22541286-22541868,71.0711,0,158.392,33.1568,1.12511,19.8755,85.0032,98.1799,0,121.498,23.3092,15.0955,55.3668,269.818,42.4641,2.98513,69.2773,207.103,0,5.13611
::chromosome_14:9951474-9975300,219.972,0,878.029,107.263,18.7683,213.496,403.066,893.14,86.492,224.68,224.291,148.004,597.353,389.522,196.779,59.4154,248.745,164.986,6.53158,9.08576
::chromosome_2:19026058-19050852,1222.69,0,1409.78,296.053,284.094,432.715,505.777,1342.36,433.884,728.887,475.624,570.878,864.559,478.079,530.167,122.035,494.766,369.747,309.064,9149.86
::chromosome_13:2511421-2513134,0,0,3.27921,0,0,0,6.07397,0,0,9.31E-08,0,0,2.84519,0,0,0,0,0,0,0
::chromosome_14:23789946-23790231,3.59874,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0
::chromosome_10:18679741-18680155,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
::chromosome_4:11545614-11557387,282.229,0,314.222,63.0007,1,42.4596,245.125,172.179,20.0379,278.94,188.086,137.88,196.242,196.198,254.791,39,255.396,253.837,21.28,20
::chromosome_11:7147918-7148587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
::chromosome_12:34946958-34949885,135.563,0,215.517,35.07,1.00778,33.4857,160.009,154.771,15.0044,154.191,226.964,80.0408,170.794,173.111,183.454,30.8702,227.204,189.03,20.49,35.2986
::chromosome_14:1473671-1474499,0,0,0,0,0,0,0,2.28029,0,2.61043,2.61588,9.48409,6,2.22786,2,0,0,0,0,1
::chromosome_14:24376166-24376370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
::chromosome_13:8033478-8034220,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0
::chromosome_13:21472333-21475934,17.1844,0,7.31946,5.05466,0,1.01909,1.00963,7.74771,2.03794,8.46906,7.27086,1.09405,7.4512,25.8092,6.26011,3.19393,0,8.30418,0,2.02118
::chromosome_13:10303291-10310812,679.249,0,700.833,145.968,24,179.94,232.922,251.544,134.723,423.628,1045.65,171.374,295.217,824.887,63.1395,62.649,60.4373,21.0293,46.3474,1.02483
::chromosome_14:5121259-5135879,311.178,0,629.196,88.8884,6.13297,158.076,266.14,301.259,91.9551,291.686,252.867,156.43,377.475,323.075,213.95,35.4605,221.518,168.073,23.9105,43.3867
::chromosome_10:27924024-27924693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_7:9729399-9755931,829.473,0,2186.65,721.02,41.115,609.317,1287.8,1403.25,349.858,1076.29,1018.18,732.782,1761.87,647.876,773.734,192.922,922.2,734.654,155.278,110.378
::chromosome_1:15187394-15188080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
::chromosome_5:1911860-1918520,248.201,0,728.577,66.1624,12,91.9324,257.908,257.085,25.1498,242.398,239.281,103.474,229.27,284.103,167.587,50.7339,257.664,162.25,10.0429,22
::chromosome_9:28531606-28532698,9.44819,0,0,11,0,0,0,0,0,0,0,3.86691,0,0,11.7429,0,0,0,0,0
::chromosome_2:20974183-20994193,45.7559,0,41.5983,33.2612,2.01477,14.0932,33.2376,30.3919,18.1094,26.2373,35.5105,9.5113,15.2203,55.9472,33.6235,15.6553,21.2963,178.005,9.00881,0
::chromosome_13:1884749-1893216,33.5017,0,9.09226,5.36118,3.01892,3.00639,2.03246,15.1332,12.2608,12.0982,30.1838,10.0528,9.03074,10.0866,17.2459,1.03929,18.2063,59.0908,0,0
::chromosome_14:40998568-40998883,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0
::chromosome_13:33341827-33347878,22.0033,0,229.591,98.7791,4,7.06633,5.52803,223.9,6.41727,36.3609,117.854,42.0678,143.303,4.02726,49.2848,6.02758,40.0146,13.0758,16.1614,1.00128
::chromosome_10:14768647-14770961,9.01267,0,21.3193,0,0,4,6,13,0,4,11,6,2,5,0,4,4.00168,9.00885,0,0
::chromosome_4:21831572-21836624,39.7868,0,81.8449,16.2241,12,32.3402,58.6022,50.1701,3.14518,26.2074,56.0321,18.5074,144.613,61.4906,28.5682,5.07437,19.0734,16.1308,2,6.37523
::chromosome_4:16438905-16442418,155,0,262,66,0,34,66,185,15,118,96,65,267,119,90,13,91,170,7,9
::chromosome_3:12977059-12979410,51.3877,0,191.383,15.1809,1,28.3455,112,155.485,11,61,44,61.2618,82,82.3919,42,6.04699,61,51,2,0
::chromosome_8:24950082-24950979,0,0,1,4,1,12,38.5049,0,2,43.6091,5,18,22,52,60,1,1,39,10,9.63775
::chromosome_7:24380930-24381808,4,0,0,0,0,1,7,5,0,7,6,8,0,0,10,0,6,0,0,0
::chromosome_2:17190-17709,0,0,0,0,0,0,1.19846,1.44023,0,4.18429,10.1358,4.60882,0,0.513066,0,0,0,0,0,2.55589
::chromosome_14:41757954-41760410,144.966,0,216.692,26,3,28,71.1647,37.14,22,91.0534,116,53.3396,62.0242,125.564,118.788,31,165.664,91,17,22
::chromosome_5:12224605-12237838,348.876,0,275.507,18.7144,2,103.769,180.066,170.74,22.4172,150.121,82.8465,78.0331,134.395,260.008,142.57,15,181.712,103.042,6.00159,7.05428
::chromosome_14:12133153-12134100,6,0,0,3,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0
::chromosome_14:4872981-4878685,125.555,0,336.738,33,1,72.0621,99.333,118.031,41,159.063,145.334,118.222,145.555,122.228,102.624,20,167,85.7603,4,18
::chromosome_4:26278747-26281463,36.0239,0,7.23342,0,0,2.30035,24.1608,6.91726,2.0163,5.02038,1.07203,3.21519,5.79404,11.0592,5.00796,0,2.0036,2.02396,0,0
::chromosome_14:34785365-34787955,371,0,1056,172,10,206,487,537,159,331,672,233,612,330,429,88,291,369,43,28
::chromosome_13:16675253-16675967,2,0,20,0,0,1,9,13,0,1,4,0,10,8,3,0,1,0,0,0
::chromosome_5:13048353-13048736,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0
::chromosome_4:20564161-20564440,0,0,0,0,0,0.49863,0,0.512206,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_5:6327740-6328917,29.5106,0,14.0564,2,0,3,11,6.10226,3,23.7114,24.6592,2,4.83685,23.2993,62.4831,4,34.1427,56.2758,2.3164,0
::chromosome_4:2670618-2677728,88.4981,0,109.242,36.0185,9.02842,46.6601,51.8223,97.1697,22.972,111.942,110.095,32.3125,94.6911,110.394,93.8583,10.0362,72.1482,108.414,8.0713,3.02263
